list,item,breakLoc,plurality,grammaticality,cond,wavname,question,answerCorrect,answerIncorrect
list4,062T,l,p,g,,062_l_g-spl.wav,What was made?,dinner,lunch
list5,062T,l,p,g,,062_l_g-spl.wav,What was made?,dinner,lunch
list6,062T,l,p,g,,062_l_g-spl.wav,What was made?,dinner,lunch
list1,063T,l,p,g,,063_l_g-spl.wav,Where were the dog and cat playing?,the alley,the shop
list2,063T,l,p,g,,063_l_g-spl.wav,Where were the dog and cat playing?,the alley,the shop
list3,063T,l,p,g,,063_l_g-spl.wav,Where were the dog and cat playing?,the alley,the shop
list4,063T,l,p,g,,063_l_g-spl.wav,Where were the dog and cat playing?,the alley,the shop
list5,063T,l,p,g,,063_l_g-spl.wav,Where were the dog and cat playing?,the alley,the shop
list6,063T,l,p,g,,063_l_g-spl.wav,Where were the dog and cat playing?,the alley,the shop
list1,064T,l,p,g,,064_l_g-spl.wav,When do the appliances have to be replaced?,immediately,next year
list2,064T,l,p,g,,064_l_g-spl.wav,When do the appliances have to be replaced?,immediately,next year
list3,064T,l,p,g,,064_l_g-spl.wav,When do the appliances have to be replaced?,immediately,next year
list4,064T,l,p,g,,064_l_g-spl.wav,When do the appliances have to be replaced?,immediately,next year
list5,064T,l,p,g,,064_l_g-spl.wav,When do the appliances have to be replaced?,immediately,next year
list6,064T,l,p,g,,064_l_g-spl.wav,When do the appliances have to be replaced?,immediately,next year
list1,065T,l,p,g,,065_l_g-spl.wav,Where were the boots and sneakers supposed to be?,same shelf,different shelf
list2,065T,l,p,g,,065_l_g-spl.wav,Where were the boots and sneakers supposed to be?,same shelf,different shelf
list3,065T,l,p,g,,065_l_g-spl.wav,Where were the boots and sneakers supposed to be?,same shelf,different shelf
list4,065T,l,p,g,,065_l_g-spl.wav,Where were the boots and sneakers supposed to be?,same shelf,different shelf
list5,065T,l,p,g,,065_l_g-spl.wav,Where were the boots and sneakers supposed to be?,same shelf,different shelf
list6,065T,l,p,g,,065_l_g-spl.wav,Where were the boots and sneakers supposed to be?,same shelf,different shelf
list1,066T,l,p,g,,066_l_g-spl.wav,What should children do more?,sleep,exercise
list2,066T,l,p,g,,066_l_g-spl.wav,What should children do more?,sleep,exercise
list3,066T,l,p,g,,066_l_g-spl.wav,What should children do more?,sleep,exercise
list4,066T,l,p,g,,066_l_g-spl.wav,What should children do more?,sleep,exercise
list5,066T,l,p,g,,066_l_g-spl.wav,What should children do more?,sleep,exercise
list6,066T,l,p,g,,066_l_g-spl.wav,What should children do more?,sleep,exercise
list1,067T,l,p,g,,067_l_g-spl.wav,,,
list2,067T,l,p,g,,067_l_g-spl.wav,,,
list3,067T,l,p,g,,067_l_g-spl.wav,,,
list4,067T,l,p,g,,067_l_g-spl.wav,,,
list5,067T,l,p,g,,067_l_g-spl.wav,,,
list6,067T,l,p,g,,067_l_g-spl.wav,,,
list1,068T,l,p,g,,068_l_g-spl.wav,,,
list2,068T,l,p,g,,068_l_g-spl.wav,,,
list3,068T,l,p,g,,068_l_g-spl.wav,,,
list4,068T,l,p,g,,068_l_g-spl.wav,,,
list5,068T,l,p,g,,068_l_g-spl.wav,,,
list6,068T,l,p,g,,068_l_g-spl.wav,,,
list1,069T,l,p,g,,069_l_g-spl.wav,,,
list2,069T,l,p,g,,069_l_g-spl.wav,,,
list3,069T,l,p,g,,069_l_g-spl.wav,,,
list4,069T,l,p,g,,069_l_g-spl.wav,,,
list5,069T,l,p,g,,069_l_g-spl.wav,,,
list6,069T,l,p,g,,069_l_g-spl.wav,,,
list1,070T,n,p,g,,070_n_g.wav,What trail did they run on?,easiest,hardest
list2,070T,n,p,g,,070_n_g.wav,What trail did they run on?,easiest,hardest
list3,070T,n,p,g,,070_n_g.wav,What trail did they run on?,easiest,hardest
list4,070T,n,p,g,,070_n_g.wav,What trail did they run on?,easiest,hardest
list5,070T,n,p,g,,070_n_g.wav,What trail did they run on?,easiest,hardest
list6,070T,n,p,g,,070_n_g.wav,What trail did they run on?,easiest,hardest
list1,071T,n,p,g,,071_n_g.wav,Who thinks the organ needs fixing?,pianist,conductor
list2,071T,n,p,g,,071_n_g.wav,Who thinks the organ needs fixing?,pianist,conductor
list3,071T,n,p,g,,071_n_g.wav,Who thinks the organ needs fixing?,pianist,conductor
list4,071T,n,p,g,,071_n_g.wav,Who thinks the organ needs fixing?,pianist,conductor
list5,071T,n,p,g,,071_n_g.wav,Who thinks the organ needs fixing?,pianist,conductor
list6,071T,n,p,g,,071_n_g.wav,Who thinks the organ needs fixing?,pianist,conductor
list1,072T,n,p,g,,072_n_g.wav,When do Ian's symptoms get worse?,spring,fall
list2,072T,n,p,g,,072_n_g.wav,When do Ian's symptoms get worse?,spring,fall
list3,072T,n,p,g,,072_n_g.wav,When do Ian's symptoms get worse?,spring,fall
list4,072T,n,p,g,,072_n_g.wav,When do Ian's symptoms get worse?,spring,fall
list5,072T,n,p,g,,072_n_g.wav,When do Ian's symptoms get worse?,spring,fall
list6,072T,n,p,g,,072_n_g.wav,When do Ian's symptoms get worse?,spring,fall
list1,073T,e,s,u,,073_e_u-spl.wav,,,
list2,073T,e,s,u,,073_e_u-spl.wav,,,
list3,073T,e,s,u,,073_e_u-spl.wav,,,
list4,073T,e,s,u,,073_e_u-spl.wav,,,
list5,073T,e,s,u,,073_e_u-spl.wav,,,
list6,073T,e,s,u,,073_e_u-spl.wav,,,
list1,074T,e,s,u,,074_e_u-spl.wav,Where do the mayor and secretary volunteer?,soup kitchen,homeless shelter
list2,074T,e,s,u,,074_e_u-spl.wav,Where do the mayor and secretary volunteer?,soup kitchen,homeless shelter
list3,074T,e,s,u,,074_e_u-spl.wav,Where do the mayor and secretary volunteer?,soup kitchen,homeless shelter
list4,074T,e,s,u,,074_e_u-spl.wav,Where do the mayor and secretary volunteer?,soup kitchen,homeless shelter
list5,074T,e,s,u,,074_e_u-spl.wav,Where do the mayor and secretary volunteer?,soup kitchen,homeless shelter
list6,074T,e,s,u,,074_e_u-spl.wav,Where do the mayor and secretary volunteer?,soup kitchen,homeless shelter
list1,075T,l,s,u,,075_l_u-spl.wav,How often do the bus driver and teacher eat lunch together?,weekly,monthly
list2,075T,l,s,u,,075_l_u-spl.wav,How often do the bus driver and teacher eat lunch together?,weekly,monthly
list3,075T,l,s,u,,075_l_u-spl.wav,How often do the bus driver and teacher eat lunch together?,weekly,monthly
list4,075T,l,s,u,,075_l_u-spl.wav,How often do the bus driver and teacher eat lunch together?,weekly,monthly
list5,075T,l,s,u,,075_l_u-spl.wav,How often do the bus driver and teacher eat lunch together?,weekly,monthly
list6,075T,l,s,u,,075_l_u-spl.wav,How often do the bus driver and teacher eat lunch together?,weekly,monthly
list1,076T,l,s,u,,076_l_u-spl.wav,,,
list2,076T,l,s,u,,076_l_u-spl.wav,,,
list3,076T,l,s,u,,076_l_u-spl.wav,,,
list4,076T,l,s,u,,076_l_u-spl.wav,,,
list5,076T,l,s,u,,076_l_u-spl.wav,,,
list6,076T,l,s,u,,076_l_u-spl.wav,,,
list1,077T,l,s,u,,077_l_u-spl.wav,What had already been seasoned?,bell peppers,steak
list2,077T,l,s,u,,077_l_u-spl.wav,What had already been seasoned?,bell peppers,steak
list3,077T,l,s,u,,077_l_u-spl.wav,What had already been seasoned?,bell peppers,steak
list4,077T,l,s,u,,077_l_u-spl.wav,What had already been seasoned?,bell peppers,steak
list5,077T,l,s,u,,077_l_u-spl.wav,What had already been seasoned?,bell peppers,steak
list6,077T,l,s,u,,077_l_u-spl.wav,What had already been seasoned?,bell peppers,steak
list1,078T,l,s,u,,078_l_u-spl.wav,Which lot was the car parked in?,Lot B,Lot C
list2,078T,l,s,u,,078_l_u-spl.wav,Which lot was the car parked in?,Lot B,Lot C
list3,078T,l,s,u,,078_l_u-spl.wav,Which lot was the car parked in?,Lot B,Lot C
list4,078T,l,s,u,,078_l_u-spl.wav,Which lot was the car parked in?,Lot B,Lot C
list5,078T,l,s,u,,078_l_u-spl.wav,Which lot was the car parked in?,Lot B,Lot C
list6,078T,l,s,u,,078_l_u-spl.wav,Which lot was the car parked in?,Lot B,Lot C
list1,079T,l,s,u,,079_l_u-spl.wav,Who guarantees insurance?,doctor,nurse
list2,079T,l,s,u,,079_l_u-spl.wav,Who guarantees insurance?,doctor,nurse
list3,079T,l,s,u,,079_l_u-spl.wav,Who guarantees insurance?,doctor,nurse
list4,079T,l,s,u,,079_l_u-spl.wav,Who guarantees insurance?,doctor,nurse
list5,079T,l,s,u,,079_l_u-spl.wav,Who guarantees insurance?,doctor,nurse
list6,079T,l,s,u,,079_l_u-spl.wav,Who guarantees insurance?,doctor,nurse
list1,080T,l,s,u,,080_l_u-spl.wav,Where is a trip being planned to?,Italy,Spain
list2,080T,l,s,u,,080_l_u-spl.wav,Where is a trip being planned to?,Italy,Spain
list3,080T,l,s,u,,080_l_u-spl.wav,Where is a trip being planned to?,Italy,Spain
list4,080T,l,s,u,,080_l_u-spl.wav,Where is a trip being planned to?,Italy,Spain
list5,080T,l,s,u,,080_l_u-spl.wav,Where is a trip being planned to?,Italy,Spain
list6,080T,l,s,u,,080_l_u-spl.wav,Where is a trip being planned to?,Italy,Spain
list1,081T,l,s,u,,081_l_u-spl.wav,What are roses and tulips most used for?,bouquet,decoration
list2,081T,l,s,u,,081_l_u-spl.wav,What are roses and tulips most used for?,bouquet,decoration
list3,081T,l,s,u,,081_l_u-spl.wav,What are roses and tulips most used for?,bouquet,decoration
list4,081T,l,s,u,,081_l_u-spl.wav,What are roses and tulips most used for?,bouquet,decoration
list5,081T,l,s,u,,081_l_u-spl.wav,What are roses and tulips most used for?,bouquet,decoration
list6,081T,l,s,u,,081_l_u-spl.wav,What are roses and tulips most used for?,bouquet,decoration
list1,082T,l,s,u,,082_l_u-spl.wav,,,
list2,082T,l,s,u,,082_l_u-spl.wav,,,
list3,082T,l,s,u,,082_l_u-spl.wav,,,
list4,082T,l,s,u,,082_l_u-spl.wav,,,
list5,082T,l,s,u,,082_l_u-spl.wav,,,
list6,082T,l,s,u,,082_l_u-spl.wav,,,
list1,083T,n,s,u,,083_n_u.wav,What is outstanding at the local cafe?,tea,pastries
list2,083T,n,s,u,,083_n_u.wav,What is outstanding at the local cafe?,tea,pastries
list3,083T,n,s,u,,083_n_u.wav,What is outstanding at the local cafe?,tea,pastries
list4,083T,n,s,u,,083_n_u.wav,What is outstanding at the local cafe?,tea,pastries
list5,083T,n,s,u,,083_n_u.wav,What is outstanding at the local cafe?,tea,pastries
list6,083T,n,s,u,,083_n_u.wav,What is outstanding at the local cafe?,tea,pastries
list1,084T,n,s,u,,084_n_u.wav,What do the costume designer and director watch?,footage,bloopers
list2,084T,n,s,u,,084_n_u.wav,What do the costume designer and director watch?,footage,bloopers
list3,084T,n,s,u,,084_n_u.wav,What do the costume designer and director watch?,footage,bloopers
list4,084T,n,s,u,,084_n_u.wav,What do the costume designer and director watch?,footage,bloopers
list5,084T,n,s,u,,084_n_u.wav,What do the costume designer and director watch?,footage,bloopers
list6,084T,n,s,u,,084_n_u.wav,What do the costume designer and director watch?,footage,bloopers
list1,085T,n,NA,u,,085_n_u.wav,,,
list2,085T,n,NA,u,,085_n_u.wav,,,
list3,085T,n,NA,u,,085_n_u.wav,,,
list4,085T,n,NA,u,,085_n_u.wav,,,
list5,085T,n,NA,u,,085_n_u.wav,,,
list6,085T,n,NA,u,,085_n_u.wav,,,
list1,086T,n,NA,u,,086_n_u.wav,What keeps happening?,power failure,heckler yelling
list2,086T,n,NA,u,,086_n_u.wav,What keeps happening?,power failure,heckler yelling
list3,086T,n,NA,u,,086_n_u.wav,What keeps happening?,power failure,heckler yelling
list4,086T,n,NA,u,,086_n_u.wav,What keeps happening?,power failure,heckler yelling
list5,086T,n,NA,u,,086_n_u.wav,What keeps happening?,power failure,heckler yelling
list6,086T,n,NA,u,,086_n_u.wav,What keeps happening?,power failure,heckler yelling
list1,087T,e,NA,g,,087_e_g-spl.wav,What can handle fifteen pages?,stapler,printer
list2,087T,e,NA,g,,087_e_g-spl.wav,What can handle fifteen pages?,stapler,printer
list3,087T,e,NA,g,,087_e_g-spl.wav,What can handle fifteen pages?,stapler,printer
list4,087T,e,NA,g,,087_e_g-spl.wav,What can handle fifteen pages?,stapler,printer
list5,087T,e,NA,g,,087_e_g-spl.wav,What can handle fifteen pages?,stapler,printer
list6,087T,e,NA,g,,087_e_g-spl.wav,What can handle fifteen pages?,stapler,printer
list1,088T,e,NA,g,,088_e_g-spl.wav,,,
list2,088T,e,NA,g,,088_e_g-spl.wav,,,
list3,088T,e,NA,g,,088_e_g-spl.wav,,,
list4,088T,e,NA,g,,088_e_g-spl.wav,,,
list5,088T,e,NA,g,,088_e_g-spl.wav,,,
list6,088T,e,NA,g,,088_e_g-spl.wav,,,
list1,089T,e,NA,g,,089_e_g-spl.wav,Where were the extra cleats?,duffel bag,locker
list2,089T,e,NA,g,,089_e_g-spl.wav,Where were the extra cleats?,duffel bag,locker
list3,089T,e,NA,g,,089_e_g-spl.wav,Where were the extra cleats?,duffel bag,locker
list4,089T,e,NA,g,,089_e_g-spl.wav,Where were the extra cleats?,duffel bag,locker
list5,089T,e,NA,g,,089_e_g-spl.wav,Where were the extra cleats?,duffel bag,locker
list6,089T,e,NA,g,,089_e_g-spl.wav,Where were the extra cleats?,duffel bag,locker
list1,090T,e,NA,g,,090_e_g-spl.wav,What was free with five items?,shipping,tax
list2,090T,e,NA,g,,090_e_g-spl.wav,What was free with five items?,shipping,tax
list3,090T,e,NA,g,,090_e_g-spl.wav,What was free with five items?,shipping,tax
list4,090T,e,NA,g,,090_e_g-spl.wav,What was free with five items?,shipping,tax
list5,090T,e,NA,g,,090_e_g-spl.wav,What was free with five items?,shipping,tax
list6,090T,e,NA,g,,090_e_g-spl.wav,What was free with five items?,shipping,tax
list1,091T,l,NA,g,,091_l_g-spl.wav,What were the coffees for?,conference,presentation
list2,091T,l,NA,g,,091_l_g-spl.wav,What were the coffees for?,conference,presentation
list3,091T,l,NA,g,,091_l_g-spl.wav,What were the coffees for?,conference,presentation
list4,091T,l,NA,g,,091_l_g-spl.wav,What were the coffees for?,conference,presentation
list5,091T,l,NA,g,,091_l_g-spl.wav,What were the coffees for?,conference,presentation
list6,091T,l,NA,g,,091_l_g-spl.wav,What were the coffees for?,conference,presentation
list1,092T,l,p,g,,092_l_g-spl.wav,What startled the horses?,snake,wolf
list2,092T,l,p,g,,092_l_g-spl.wav,What startled the horses?,snake,wolf
list3,092T,l,p,g,,092_l_g-spl.wav,What startled the horses?,snake,wolf
list4,092T,l,p,g,,092_l_g-spl.wav,What startled the horses?,snake,wolf
list5,092T,l,p,g,,092_l_g-spl.wav,What startled the horses?,snake,wolf
list6,092T,l,p,g,,092_l_g-spl.wav,What startled the horses?,snake,wolf
list1,093T,n,NA,g,,093_n_g.wav,,,
list2,093T,n,NA,g,,093_n_g.wav,,,
list3,093T,n,NA,g,,093_n_g.wav,,,
list4,093T,n,NA,g,,093_n_g.wav,,,
list5,093T,n,NA,g,,093_n_g.wav,,,
list6,093T,n,NA,g,,093_n_g.wav,,,
list1,094T,n,NA,g,,094_n_g.wav,When did the trees fall over?,last year,this year
list2,094T,n,NA,g,,094_n_g.wav,When did the trees fall over?,last year,this year
list3,094T,n,NA,g,,094_n_g.wav,When did the trees fall over?,last year,this year
list4,094T,n,NA,g,,094_n_g.wav,When did the trees fall over?,last year,this year
list5,094T,n,NA,g,,094_n_g.wav,When did the trees fall over?,last year,this year
list6,094T,n,NA,g,,094_n_g.wav,When did the trees fall over?,last year,this year
list1,095T,n,s,g,,095_n_g.wav,,,
list2,095T,n,s,g,,095_n_g.wav,,,
list3,095T,n,s,g,,095_n_g.wav,,,
list4,095T,n,s,g,,095_n_g.wav,,,
list5,095T,n,s,g,,095_n_g.wav,,,
list6,095T,n,s,g,,095_n_g.wav,,,
list1,096T,n,s,g,,096_n_g.wav,What was left in the display case?,muffins,croissants
list2,096T,n,s,g,,096_n_g.wav,What was left in the display case?,muffins,croissants
list3,096T,n,s,g,,096_n_g.wav,What was left in the display case?,muffins,croissants
list4,096T,n,s,g,,096_n_g.wav,What was left in the display case?,muffins,croissants
list5,096T,n,s,g,,096_n_g.wav,What was left in the display case?,muffins,croissants
list6,096T,n,s,g,,096_n_g.wav,What was left in the display case?,muffins,croissants
list1,097T,n,NA,g,,097_n_g.wav,What system did the robbers get away with?,speaker,light
list2,097T,n,NA,g,,097_n_g.wav,What system did the robbers get away with?,speaker,light
list3,097T,n,NA,g,,097_n_g.wav,What system did the robbers get away with?,speaker,light
list4,097T,n,NA,g,,097_n_g.wav,What system did the robbers get away with?,speaker,light
list5,097T,n,NA,g,,097_n_g.wav,What system did the robbers get away with?,speaker,light
list6,097T,n,NA,g,,097_n_g.wav,What system did the robbers get away with?,speaker,light
list1,098T,n,NA,g,,098_n_g.wav,What did Mark get a sponsorship for?,shoes,shirts
list2,098T,n,NA,g,,098_n_g.wav,What did Mark get a sponsorship for?,shoes,shirts
list3,098T,n,NA,g,,098_n_g.wav,What did Mark get a sponsorship for?,shoes,shirts
list4,098T,n,NA,g,,098_n_g.wav,What did Mark get a sponsorship for?,shoes,shirts
list5,098T,n,NA,g,,098_n_g.wav,What did Mark get a sponsorship for?,shoes,shirts
list6,098T,n,NA,g,,098_n_g.wav,What did Mark get a sponsorship for?,shoes,shirts
list1,099T,e,NA,u,,099_e_u-spl.wav,How many glitter options are there?,twelve,eight
list2,099T,e,NA,u,,099_e_u-spl.wav,How many glitter options are there?,twelve,eight
list3,099T,e,NA,u,,099_e_u-spl.wav,How many glitter options are there?,twelve,eight
list4,099T,e,NA,u,,099_e_u-spl.wav,How many glitter options are there?,twelve,eight
list5,099T,e,NA,u,,099_e_u-spl.wav,How many glitter options are there?,twelve,eight
list6,099T,e,NA,u,,099_e_u-spl.wav,How many glitter options are there?,twelve,eight
list1,100T,e,NA,u,,100_e_u-spl.wav,How many books did Mike pack?,five,seven
list2,100T,e,NA,u,,100_e_u-spl.wav,How many books did Mike pack?,five,seven
list3,100T,e,NA,u,,100_e_u-spl.wav,How many books did Mike pack?,five,seven
list4,100T,e,NA,u,,100_e_u-spl.wav,How many books did Mike pack?,five,seven
list5,100T,e,NA,u,,100_e_u-spl.wav,How many books did Mike pack?,five,seven
list6,100T,e,NA,u,,100_e_u-spl.wav,How many books did Mike pack?,five,seven
list1,101T,e,NA,u,,101_e_u-spl.wav,,,
list2,101T,e,NA,u,,101_e_u-spl.wav,,,
list3,101T,e,NA,u,,101_e_u-spl.wav,,,
list4,101T,e,NA,u,,101_e_u-spl.wav,,,
list5,101T,e,NA,u,,101_e_u-spl.wav,,,
list6,101T,e,NA,u,,101_e_u-spl.wav,,,
list1,102T,e,NA,u,,102_e_u-spl.wav,,,
list2,102T,e,NA,u,,102_e_u-spl.wav,,,
list3,102T,e,NA,u,,102_e_u-spl.wav,,,
list4,102T,e,NA,u,,102_e_u-spl.wav,,,
list5,102T,e,NA,u,,102_e_u-spl.wav,,,
list6,102T,e,NA,u,,102_e_u-spl.wav,,,
list1,103T,e,NA,u,,103_e_u-spl.wav,What were the books about?,magic,cooking
list2,103T,e,NA,u,,103_e_u-spl.wav,What were the books about?,magic,cooking
list3,103T,e,NA,u,,103_e_u-spl.wav,What were the books about?,magic,cooking
list4,103T,e,NA,u,,103_e_u-spl.wav,What were the books about?,magic,cooking
list5,103T,e,NA,u,,103_e_u-spl.wav,What were the books about?,magic,cooking
list6,103T,e,NA,u,,103_e_u-spl.wav,What were the books about?,magic,cooking
list1,104T,l,NA,u,,104_l_u-spl.wav,,,
list2,104T,l,NA,u,,104_l_u-spl.wav,,,
list3,104T,l,NA,u,,104_l_u-spl.wav,,,
list4,104T,l,NA,u,,104_l_u-spl.wav,,,
list5,104T,l,NA,u,,104_l_u-spl.wav,,,
list6,104T,l,NA,u,,104_l_u-spl.wav,,,
list1,105T,l,NA,u,,105_l_u-spl.wav,What did Kat own a lot of?,jeans,sweaters
list2,105T,l,NA,u,,105_l_u-spl.wav,What did Kat own a lot of?,jeans,sweaters
list3,105T,l,NA,u,,105_l_u-spl.wav,What did Kat own a lot of?,jeans,sweaters
list4,105T,l,NA,u,,105_l_u-spl.wav,What did Kat own a lot of?,jeans,sweaters
list5,105T,l,NA,u,,105_l_u-spl.wav,What did Kat own a lot of?,jeans,sweaters
list6,105T,l,NA,u,,105_l_u-spl.wav,What did Kat own a lot of?,jeans,sweaters
list1,106T,l,NA,u,,106_l_u-spl.wav,,,
list2,106T,l,NA,u,,106_l_u-spl.wav,,,
list3,106T,l,NA,u,,106_l_u-spl.wav,,,
list4,106T,l,NA,u,,106_l_u-spl.wav,,,
list5,106T,l,NA,u,,106_l_u-spl.wav,,,
list6,106T,l,NA,u,,106_l_u-spl.wav,,,
list1,107T,n,NA,u,,107_n_u.wav,,,
list2,107T,n,NA,u,,107_n_u.wav,,,
list3,107T,n,NA,u,,107_n_u.wav,,,
list4,107T,n,NA,u,,107_n_u.wav,,,
list5,107T,n,NA,u,,107_n_u.wav,,,
list6,107T,n,NA,u,,107_n_u.wav,,,
list1,108T,n,NA,u,,108_n_u.wav,How many griddle stations were there?,ten,fifteen
list2,108T,n,NA,u,,108_n_u.wav,How many griddle stations were there?,ten,fifteen
list3,108T,n,NA,u,,108_n_u.wav,How many griddle stations were there?,ten,fifteen
list4,108T,n,NA,u,,108_n_u.wav,How many griddle stations were there?,ten,fifteen
list5,108T,n,NA,u,,108_n_u.wav,How many griddle stations were there?,ten,fifteen
list6,108T,n,NA,u,,108_n_u.wav,How many griddle stations were there?,ten,fifteen
list1,109T,n,p,u,,109_n_u.wav,What was being filled up?,balloons,bottles
list2,109T,n,p,u,,109_n_u.wav,What was being filled up?,balloons,bottles
list3,109T,n,p,u,,109_n_u.wav,What was being filled up?,balloons,bottles
list4,109T,n,p,u,,109_n_u.wav,What was being filled up?,balloons,bottles
list5,109T,n,p,u,,109_n_u.wav,What was being filled up?,balloons,bottles
list6,109T,n,p,u,,109_n_u.wav,What was being filled up?,balloons,bottles
list1,110T,n,NA,u,,110_n_u.wav,,,
list2,110T,n,NA,u,,110_n_u.wav,,,
list3,110T,n,NA,u,,110_n_u.wav,,,
list4,110T,n,NA,u,,110_n_u.wav,,,
list5,110T,n,NA,u,,110_n_u.wav,,,
list6,110T,n,NA,u,,110_n_u.wav,,,
list1,111T,e,NA,u,,111_e_u-spl.wav,,,
list2,111T,e,NA,u,,111_e_u-spl.wav,,,
list3,111T,e,NA,u,,111_e_u-spl.wav,,,
list4,111T,e,NA,u,,111_e_u-spl.wav,,,
list5,111T,e,NA,u,,111_e_u-spl.wav,,,
list6,111T,e,NA,u,,111_e_u-spl.wav,,,
list1,112T,l,NA,u,,112_l_u-spl.wav,,,
list2,112T,l,NA,u,,112_l_u-spl.wav,,,
list3,112T,l,NA,u,,112_l_u-spl.wav,,,
list4,112T,l,NA,u,,112_l_u-spl.wav,,,
list5,112T,l,NA,u,,112_l_u-spl.wav,,,
list6,112T,l,NA,u,,112_l_u-spl.wav,,,
list1,113T,l,NA,u,,113_l_u-spl.wav,,,
list2,113T,l,NA,u,,113_l_u-spl.wav,,,
list3,113T,l,NA,u,,113_l_u-spl.wav,,,
list4,113T,l,NA,u,,113_l_u-spl.wav,,,
list5,113T,l,NA,u,,113_l_u-spl.wav,,,
list6,113T,l,NA,u,,113_l_u-spl.wav,,,
list1,114T,l,s,u,,114_l_u-spl.wav,,,
list2,114T,l,s,u,,114_l_u-spl.wav,,,
list3,114T,l,s,u,,114_l_u-spl.wav,,,
list4,114T,l,s,u,,114_l_u-spl.wav,,,
list5,114T,l,s,u,,114_l_u-spl.wav,,,
list6,114T,l,s,u,,114_l_u-spl.wav,,,
list1,115T,n,s,u,,115_n_u.wav,,,
list2,115T,n,s,u,,115_n_u.wav,,,
list3,115T,n,s,u,,115_n_u.wav,,,
list4,115T,n,s,u,,115_n_u.wav,,,
list5,115T,n,s,u,,115_n_u.wav,,,
list6,115T,n,s,u,,115_n_u.wav,,,
list1,116T,n,s,u,,116_n_u.wav,What did Paul buy?,donuts,coffee
list2,116T,n,s,u,,116_n_u.wav,What did Paul buy?,donuts,coffee
list3,116T,n,s,u,,116_n_u.wav,What did Paul buy?,donuts,coffee
list4,116T,n,s,u,,116_n_u.wav,What did Paul buy?,donuts,coffee
list5,116T,n,s,u,,116_n_u.wav,What did Paul buy?,donuts,coffee
list6,116T,n,s,u,,116_n_u.wav,What did Paul buy?,donuts,coffee
list1,117T,e,s,u,,117_e_u-spl.wav,,,
list2,117T,e,s,u,,117_e_u-spl.wav,,,
list3,117T,e,s,u,,117_e_u-spl.wav,,,
list4,117T,e,s,u,,117_e_u-spl.wav,,,
list5,117T,e,s,u,,117_e_u-spl.wav,,,
list6,117T,e,s,u,,117_e_u-spl.wav,,,
list1,118T,l,NA,u,,118_l_u-spl.wav,,,
list2,118T,l,NA,u,,118_l_u-spl.wav,,,
list3,118T,l,NA,u,,118_l_u-spl.wav,,,
list4,118T,l,NA,u,,118_l_u-spl.wav,,,
list5,118T,l,NA,u,,118_l_u-spl.wav,,,
list6,118T,l,NA,u,,118_l_u-spl.wav,,,
list1,119T,l,NA,u,,119_l_u-spl.wav,,,
list2,119T,l,NA,u,,119_l_u-spl.wav,,,
list3,119T,l,NA,u,,119_l_u-spl.wav,,,
list4,119T,l,NA,u,,119_l_u-spl.wav,,,
list5,119T,l,NA,u,,119_l_u-spl.wav,,,
list6,119T,l,NA,u,,119_l_u-spl.wav,,,
list1,120T,l,NA,g,,120_l_g-spl.wav,When did the hat wash up?,four months later,fifteen months later
list2,120T,l,NA,g,,120_l_g-spl.wav,When did the hat wash up?,four months later,fifteen months later
list3,120T,l,NA,g,,120_l_g-spl.wav,When did the hat wash up?,four months later,fifteen months later
list4,120T,l,NA,g,,120_l_g-spl.wav,When did the hat wash up?,four months later,fifteen months later
list5,120T,l,NA,g,,120_l_g-spl.wav,When did the hat wash up?,four months later,fifteen months later
list6,120T,l,NA,g,,120_l_g-spl.wav,When did the hat wash up?,four months later,fifteen months later
list1,121T,e,NA,u,,121_e_u-spl.wav,,,
list2,121T,e,NA,u,,121_e_u-spl.wav,,,
list3,121T,e,NA,u,,121_e_u-spl.wav,,,
list4,121T,e,NA,u,,121_e_u-spl.wav,,,
list5,121T,e,NA,u,,121_e_u-spl.wav,,,
list6,121T,e,NA,u,,121_e_u-spl.wav,,,
list1,122T,n,NA,u,,122_n_u.wav,,,
list2,122T,n,NA,u,,122_n_u.wav,,,
list3,122T,n,NA,u,,122_n_u.wav,,,
list4,122T,n,NA,u,,122_n_u.wav,,,
list5,122T,n,NA,u,,122_n_u.wav,,,
list6,122T,n,NA,u,,122_n_u.wav,,,
list1,123T,e,s,g,,123_e_g-spl.wav,,,
list2,123T,e,s,g,,123_e_g-spl.wav,,,
list3,123T,e,s,g,,123_e_g-spl.wav,,,
list4,123T,e,s,g,,123_e_g-spl.wav,,,
list5,123T,e,s,g,,123_e_g-spl.wav,,,
list6,123T,e,s,g,,123_e_g-spl.wav,,,
list1,124T,e,s,g,,124_e_g-spl.wav,,,
list2,124T,e,s,g,,124_e_g-spl.wav,,,
list3,124T,e,s,g,,124_e_g-spl.wav,,,
list4,124T,e,s,g,,124_e_g-spl.wav,,,
list5,124T,e,s,g,,124_e_g-spl.wav,,,
list6,124T,e,s,g,,124_e_g-spl.wav,,,
list1,125T,e,s,g,,125_e_g-spl.wav,,,
list2,125T,e,s,g,,125_e_g-spl.wav,,,
list3,125T,e,s,g,,125_e_g-spl.wav,,,
list4,125T,e,s,g,,125_e_g-spl.wav,,,
list5,125T,e,s,g,,125_e_g-spl.wav,,,
list6,125T,e,s,g,,125_e_g-spl.wav,,,
